cp,estado,municipio,ciudad,colonia,tipo_asentamiento,clave_estado,clave_municipio,clave_ciudad
1000,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,San angel,Colonia,9,10,1
1010,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Los Alpes,Colonia,9,10,1
1020,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Guadalupe Inn,Colonia,9,10,1
1030,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Axotla,Pueblo,9,10,1
1030,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Florida,Colonia,9,10,1
1040,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Campestre,Colonia,9,10,1
1049,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tlacopac,Pueblo,9,10,1
1050,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ex-Hacienda de Guadalupe Chimalistac,Colonia,9,10,1
1060,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Altavista,Colonia,9,10,1
1060,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,San angel Inn,Colonia,9,10,1
1070,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Chimalistac,Colonia,9,10,1
1080,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Progreso Tizapan,Colonia,9,10,1
1089,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ermita Tizapan,Colonia,9,10,1
1090,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Otra Banda,Barrio,9,10,1
1090,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Loreto,Barrio,9,10,1
1090,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tizapan,Pueblo,9,10,1
1100,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Polvora,Colonia,9,10,1
1109,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Conchita,Colonia,9,10,1
1110,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Belem de las Flores,Colonia,9,10,1
1110,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Capulin,Colonia,9,10,1
1110,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion El Capulin,Colonia,9,10,1
1110,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Liberales de 1857,Colonia,9,10,1
1120,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Acueducto,Colonia,9,10,1
1120,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Cove,Colonia,9,10,1
1120,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Hidalgo,Colonia,9,10,1
1120,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Las Americas,Colonia,9,10,1
1125,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion Acueducto,Colonia,9,10,1
1130,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Paraiso,Colonia,9,10,1
1130,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Molino de Santo Domingo,Colonia,9,10,1
1130,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Real del Monte,Colonia,9,10,1
1139,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Reacomodo Pino Suarez,Colonia,9,10,1
1140,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Bellavista,Colonia,9,10,1
1140,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Jose Maria Pino Suarez,Colonia,9,10,1
1150,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Cristo Rey,Colonia,9,10,1
1150,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tolteca,Colonia,9,10,1
1160,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Bosque,Colonia,9,10,1
1160,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Isidro Fabela,Colonia,9,10,1
1160,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Maria G. de Garcia Ruiz,Colonia,9,10,1
1160,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,1a Victoria,Colonia,9,10,1
1170,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Abraham M. Gonzalez,Colonia,9,10,1
1180,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Carola,Colonia,9,10,1
1180,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,8 de Agosto,Colonia,9,10,1
1180,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,San Pedro de los Pinos,Colonia,9,10,1
1200,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Arturo Martinez,Colonia,9,10,1
1210,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Fe,Pueblo,9,10,1
1219,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de Santa Fe,Colonia,9,10,1
1220,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Bonanza,Colonia,9,10,1
1220,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Cuevitas,Colonia,9,10,1
1220,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Cuernito,Colonia,9,10,1
1220,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Martires de Tacubaya,Colonia,9,10,1
1220,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Zenon Delgado,Colonia,9,10,1
1220,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Estrella,Colonia,9,10,1
1230,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Campo de Tiro los Gamitos,Colonia,9,10,1
1230,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Los Gamitos,Colonia,9,10,1
1230,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tlapechico,Colonia,9,10,1
1230,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Piru Santa Fe,Colonia,9,10,1
1230,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Piru 2a Ampliacion,Colonia,9,10,1
1239,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Huerta,Colonia,9,10,1
1240,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Pueblo Nuevo,Colonia,9,10,1
1250,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El arbol,Colonia,9,10,1
1250,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ladera,Colonia,9,10,1
1250,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de Nuevo Mexico,Colonia,9,10,1
1250,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Margarita Maza de Juarez,Colonia,9,10,1
1250,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tecolalco,Colonia,9,10,1
1259,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion La Cebada,Colonia,9,10,1
1259,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Mexicana 2a Ampliacion,Colonia,9,10,1
1260,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Calzada Jalalpa,Colonia,9,10,1
1260,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Mexicana,Colonia,9,10,1
1260,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion La Mexicana,Colonia,9,10,1
1260,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Palmita,Colonia,9,10,1
1260,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Liberacion Proletaria,Colonia,9,10,1
1269,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,1a Seccion Ca�ada,Colonia,9,10,1
1269,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,2a Seccion Ca�ada,Colonia,9,10,1
1270,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Tejocote,Colonia,9,10,1
1270,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Presa,Colonia,9,10,1
1270,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Golondrinas,Colonia,9,10,1
1270,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Golondrinas 1a Seccion,Colonia,9,10,1
1270,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Golondrinas 2a Seccion,Colonia,9,10,1
1270,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de Capula,Colonia,9,10,1
1275,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Villa Solidaridad,Colonia,9,10,1
1276,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Pirul,Colonia,9,10,1
1278,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Desarrollo Urbano,Colonia,9,10,1
1279,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de Becerra,Colonia,9,10,1
1280,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Arvide,Colonia,9,10,1
1280,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Pocito,Colonia,9,10,1
1280,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Francisco Villa,Colonia,9,10,1
1280,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Joya,Colonia,9,10,1
1285,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Rodeo,Colonia,9,10,1
1289,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Reacomodo El Cuernito,Colonia,9,10,1
1290,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Piloto Adolfo Lopez Mateos,Colonia,9,10,1
1290,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Presidentes,Colonia,9,10,1
1296,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Jalalpa Tepito 2a Ampliacion,Colonia,9,10,1
1296,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion Jalalpa,Colonia,9,10,1
1296,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Jalalpa Tepito,Colonia,9,10,1
1298,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion Piloto Adolfo Lopez Mateos,Colonia,9,10,1
1299,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,1a Ampliacion Presidentes,Colonia,9,10,1
1299,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,2a Ampliacion Presidentes,Colonia,9,10,1
1310,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,San Gabriel,Colonia,9,10,1
1320,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Carlos A. Madrazo,Colonia,9,10,1
1330,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Paseo de las Lomas,Colonia,9,10,1
1340,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Bejero del Pueblo Santa Fe,Colonia,9,10,1
1376,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Fe,Colonia,9,10,1
1376,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Fe Pe�a Blanca,Colonia,9,10,1
1376,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Fe La Loma,Colonia,9,10,1
1376,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Fe Centro Ciudad,Colonia,9,10,1
1377,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Jalalpa El Grande,Colonia,9,10,1
1389,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Fe Tlayapaca,Colonia,9,10,1
1400,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Olivar del Conde 1a Seccion,Colonia,9,10,1
1400,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Preconcreto,Colonia,9,10,1
1407,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Galeana,Colonia,9,10,1
1408,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Olivar del Conde 2a Seccion,Colonia,9,10,1
1410,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Barrio Norte,Colonia,9,10,1
1410,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Palmas,Colonia,9,10,1
1419,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Minas Cristo Rey,Colonia,9,10,1
1420,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Sacramento,Colonia,9,10,1
1420,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Maria Nonoalco,Barrio,9,10,1
1430,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Colina del Sur,Colonia,9,10,1
1450,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Hogar y Redencion,Colonia,9,10,1
1460,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Alfonso XIII,Colonia,9,10,1
1470,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Alfalfar,Barrio,9,10,1
1470,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Molino de Rosas,Colonia,9,10,1
1480,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de Plateros,Colonia,9,10,1
1490,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Cascada,Colonia,9,10,1
1500,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Lucia,Pueblo,9,10,1
1500,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Miguel Gaona Armenta,Colonia,9,10,1
1509,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Lucia Chantepec,Pueblo,9,10,1
1510,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Garcimarrero,Colonia,9,10,1
1510,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Ara�a,Colonia,9,10,1
1510,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Los Cedros,Colonia,9,10,1
1520,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion Los Pirules,Colonia,9,10,1
1520,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Estado de Hidalgo,Colonia,9,10,1
1520,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion Estado de Hidalgo,Colonia,9,10,1
1520,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Piru Santa Lucia,Colonia,9,10,1
1520,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Politoco,Colonia,9,10,1
1530,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Corpus Christy,Colonia,9,10,1
1538,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tepopotla,Colonia,9,10,1
1539,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Acuilotla,Colonia,9,10,1
1539,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Cooperativa Union Olivos,Colonia,9,10,1
1540,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Balcones de Cehuayo,Colonia,9,10,1
1540,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Cehuaya,Colonia,9,10,1
1540,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Llano Redondo,Colonia,9,10,1
1540,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Punta de Cehuaya,Colonia,9,10,1
1548,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Villa Progresista,Colonia,9,10,1
1549,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Dos Rios del Pueblo Santa Lucia,Colonia,9,10,1
1550,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tepeaca,Colonia,9,10,1
1550,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion Tepeaca,Colonia,9,10,1
1550,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Rinconada Las Cuevitas,Colonia,9,10,1
1560,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ave Real,Colonia,9,10,1
1560,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Canutillo,Colonia,9,10,1
1560,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Canutillo 3a Seccion,Colonia,9,10,1
1560,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Canutillo 2a Seccion,Colonia,9,10,1
1566,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Hueytlale,Colonia,9,10,1
1569,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Reacomodo Valentin Gomez Farias,Colonia,9,10,1
1588,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tarango,Colonia,9,10,1
1590,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Rincon,Colonia,9,10,1
1600,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Merced Gomez,Colonia,9,10,1
1610,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Colinas de Tarango,Colonia,9,10,1
1610,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Profesor J. Arturo Lopez Martinez,Colonia,9,10,1
1618,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Arcos Centenario,Colonia,9,10,1
1618,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ex-Hacienda de Tarango,Colonia,9,10,1
1619,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Martinica,Colonia,9,10,1
1619,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Rinconada de Tarango,Colonia,9,10,1
1620,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de Tarango,Colonia,9,10,1
1630,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de Puerta Grande,Colonia,9,10,1
1630,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Puerta Grande,Colonia,9,10,1
1630,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Los Juristas,Colonia,9,10,1
1640,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Heron Proal,Colonia,9,10,1
1645,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ponciano Arriaga,Colonia,9,10,1
1650,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Milagrosa,Colonia,9,10,1
1650,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Palmas Axotitla,Colonia,9,10,1
1650,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tlacuitlapa,Colonia,9,10,1
1650,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion Tlacuitlapa,Colonia,9,10,1
1650,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,2o Reacomodo Tlacuitlapa,Colonia,9,10,1
1650,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Ruedo,Colonia,9,10,1
1650,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Lucia Chantepec,Colonia,9,10,1
1700,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Joyita del Pueblo Tetelpan,Colonia,9,10,1
1700,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ocotillos del Pueblo Tetelpan,Colonia,9,10,1
1700,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,San Agustin del Pueblo Tetelpan,Colonia,9,10,1
1700,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,2a Del Moral del Pueblo Tetelpan,Colonia,9,10,1
1700,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tecalcapa del Pueblo Tetelpan,Colonia,9,10,1
1700,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tetelpan,Pueblo,9,10,1
1708,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Encino del Pueblo Tetelpan,Colonia,9,10,1
1708,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,El Mirador del Pueblo Tetelpan,Colonia,9,10,1
1710,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Las aguilas,Colonia,9,10,1
1710,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion Alpes,Colonia,9,10,1
1720,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de Guadalupe,Colonia,9,10,1
1729,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Alcantarilla,Colonia,9,10,1
1730,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de las aguilas,Colonia,9,10,1
1730,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Puente Colorado,Colonia,9,10,1
1740,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Pe�ita del Pueblo Tetelpan,Colonia,9,10,1
1740,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,San Clemente Norte,Colonia,9,10,1
1740,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,San Clemente Sur,Colonia,9,10,1
1750,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Las aguilas 1a Seccion,Colonia,9,10,1
1750,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Las aguilas 2o Parque,Colonia,9,10,1
1750,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Las aguilas 3er. Parque,Colonia,9,10,1
1759,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ampliacion Las aguilas,Colonia,9,10,1
1760,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Atlamaya,Colonia,9,10,1
1760,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Flor de Maria,Colonia,9,10,1
1760,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Herradura del Pueblo Tetelpan,Colonia,9,10,1
1770,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,La Angostura,Colonia,9,10,1
1770,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,San Jose del Olivar,Colonia,9,10,1
1780,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Olivar de los Padres,Colonia,9,10,1
1780,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tizampampano del Pueblo Tetelpan,Colonia,9,10,1
1789,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Miguel Hidalgo,Colonia,9,10,1
1790,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de los angeles del Pueblo Tetelpan,Colonia,9,10,1
1790,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de San angel Inn,Colonia,9,10,1
1800,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,San Bartolo Ameyalco,Pueblo,9,10,1
1807,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Rancho San Francisco Pueblo San Bartolo Ameyalco,Colonia,9,10,1
1810,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Villa Verdun,Colonia,9,10,1
1820,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas Axomiatla,Colonia,9,10,1
1820,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Ejido San Mateo,Colonia,9,10,1
1830,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Santa Rosa Xochiac,Pueblo,9,10,1
1840,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Torres de Potrero,Colonia,9,10,1
1849,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Rincon de la Bolsa,Colonia,9,10,1
1849,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Rancho del Carmen del Pueblo San Bartolo Ameyalco,Colonia,9,10,1
1857,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de Chamontoya,Colonia,9,10,1
1859,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Tlacoyaque,Colonia,9,10,1
1860,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de La Era,Colonia,9,10,1
1863,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas del Capulin,Colonia,9,10,1
1870,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Lomas de los Cedros,Colonia,9,10,1
1900,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,Jardines del Pedregal,Colonia,9,10,1
1904,Ciudad de Mexico,alvaro Obregon,Ciudad de Mexico,San Jeronimo Aculco,Colonia,9,10,1
2000,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Centro de Azcapotzalco,Colonia,9,2,2
2010,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Los Reyes,Barrio,9,2,2
2010,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,San Rafael,Colonia,9,2,2
2010,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Nuevo Barrio San Rafael,Barrio,9,2,2
2020,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,San Marcos,Barrio,9,2,2
2020,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Santo Tomas,Colonia,9,2,2
2040,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Del Maestro,Colonia,9,2,2
2040,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,San Sebastian,Colonia,9,2,2
2050,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Libertad,Colonia,9,2,2
2050,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Santa Maria Malinalco,Pueblo,9,2,2
2060,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Sindicato Mexicano de Electricistas,Colonia,9,2,2
2060,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Un Hogar Para Cada Trabajador,Colonia,9,2,2
2070,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Del Recreo,Colonia,9,2,2
2070,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Nextengo,Barrio,9,2,2
2080,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Claveria,Colonia,9,2,2
2080,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Sector Naval,Colonia,9,2,2
2090,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,San alvaro,Colonia,9,2,2
2099,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,angel Zimbron,Colonia,9,2,2
2100,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,El Rosario,Colonia,9,2,2
2120,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,San Martin Xochinahuac,Pueblo,9,2,2
2128,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Nueva El Rosario,Colonia,9,2,2
2129,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Nueva Espa�a,Colonia,9,2,2
2130,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Tierra Nueva,Colonia,9,2,2
2140,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Santa Ines,Colonia,9,2,2
2150,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Pasteros,Colonia,9,2,2
2160,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Santo Domingo,Pueblo,9,2,2
2200,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Reynosa Tamaulipas,Colonia,9,2,2
2230,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Santa Barbara,Pueblo,9,2,2
2240,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,San Andres,Barrio,9,2,2
2250,Ciudad de Mexico,Azcapotzalco,Ciudad de Mexico,Santa Catarina,Pueblo,9,2,2
