cp,estado,municipio,ciudad,colonia,tipo_asentamiento,clave_estado,clave_municipio,clave_ciudad
42434,Hidalgo,Huichapan,,Yonthe,Pueblo,13,29,
42435,Hidalgo,Huichapan,,El Dextho,Rancheria,13,29,
42435,Hidalgo,Huichapan,,La Soledad,Rancheria,13,29,
42435,Hidalgo,Huichapan,,Las Rosas,Rancheria,13,29,
42436,Hidalgo,Huichapan,,Dandho,Pueblo,13,29,
42436,Hidalgo,Huichapan,,Dothi,Pueblo,13,29,
42436,Hidalgo,Huichapan,,Tagui,Pueblo,13,29,
42436,Hidalgo,Huichapan,,Chichimequillas,Rancheria,13,29,
42436,Hidalgo,Huichapan,,Chile Verde,Rancheria,13,29,
42436,Hidalgo,Huichapan,,El Pedregal,Pueblo,13,29,
42436,Hidalgo,Huichapan,,El Zapote,Rancheria,13,29,
42436,Hidalgo,Huichapan,,Pathecito,Rancheria,13,29,
42436,Hidalgo,Huichapan,,Zethe,Rancheria,13,29,
42437,Hidalgo,Huichapan,,Xindho,Barrio,13,29,
42437,Hidalgo,Huichapan,,Cangadho,Rancheria,13,29,
42437,Hidalgo,Huichapan,,La G�era,Rancheria,13,29,
42437,Hidalgo,Huichapan,,Atobomu,Rancheria,13,29,
42438,Hidalgo,Huichapan,,Comodeje,Pueblo,13,29,
42438,Hidalgo,Huichapan,,Maxtha,Pueblo,13,29,
42438,Hidalgo,Huichapan,,Taxqui,Pueblo,13,29,
42438,Hidalgo,Huichapan,,El Divisadero,Rancheria,13,29,
42438,Hidalgo,Huichapan,,La Crucita,Rancheria,13,29,
42438,Hidalgo,Huichapan,,Zamorano,Pueblo,13,29,
42439,Hidalgo,Huichapan,,El Apartadero,Pueblo,13,29,
42439,Hidalgo,Huichapan,,El Tendido,Pueblo,13,29,
42439,Hidalgo,Huichapan,,Chimpa,Rancheria,13,29,
42439,Hidalgo,Huichapan,,La Manzana del Tendido,Rancheria,13,29,
42439,Hidalgo,Huichapan,,Las Sabilas,Rancheria,13,29,
42440,Hidalgo,Tecozautla,,Hidalgo Centro,Colonia,13,59,
42440,Hidalgo,Tecozautla,,Hidalgo Sur,Colonia,13,59,
42440,Hidalgo,Tecozautla,,Morelos Centro,Colonia,13,59,
42443,Hidalgo,Tecozautla,,Morelos 6ta. Manzana,Colonia,13,59,
42443,Hidalgo,Tecozautla,,Hidalgo Sur 6ta. Manzana,Colonia,13,59,
42443,Hidalgo,Tecozautla,,Hidalgo Norte 6ta. Manzana,Colonia,13,59,
42443,Hidalgo,Tecozautla,,Los Carrizos,Colonia,13,59,
42443,Hidalgo,Tecozautla,,La Divina Providencia,Colonia,13,59,
42443,Hidalgo,Tecozautla,,El Calvario,Colonia,13,59,
42443,Hidalgo,Tecozautla,,Vicente Guerrero,Colonia,13,59,
42443,Hidalgo,Tecozautla,,Los Moros,Colonia,13,59,
42443,Hidalgo,Tecozautla,,La Cruz de Piedra,Colonia,13,59,
42443,Hidalgo,Tecozautla,,Las Granjas del Ejido de Tecozautla,Ejido,13,59,
42444,Hidalgo,Tecozautla,,Las Cruces,Colonia,13,59,
42444,Hidalgo,Tecozautla,,Santiago Apostol,Colonia,13,59,
42444,Hidalgo,Tecozautla,,La Cruz,Colonia,13,59,
42444,Hidalgo,Tecozautla,,La Metralla,Colonia,13,59,
42444,Hidalgo,Tecozautla,,Los Arcos,Colonia,13,59,
42444,Hidalgo,Tecozautla,,Progreso,Colonia,13,59,
42444,Hidalgo,Tecozautla,,Las Bovedas,Colonia,13,59,
42445,Hidalgo,Tecozautla,,El Palmar,Pueblo,13,59,
42445,Hidalgo,Tecozautla,,Ninthi,Pueblo,13,59,
42445,Hidalgo,Tecozautla,,Bajhi,Pueblo,13,59,
42445,Hidalgo,Tecozautla,,El Salto,Pueblo,13,59,
42445,Hidalgo,Tecozautla,,Guadalupe,Pueblo,13,59,
42445,Hidalgo,Tecozautla,,El Ahorcado,Rancheria,13,59,
42445,Hidalgo,Tecozautla,,El Huizachal (El Sombrerete),Rancheria,13,59,
42445,Hidalgo,Tecozautla,,La Palma,Rancheria,13,59,
42446,Hidalgo,Tecozautla,,El Riito,Pueblo,13,59,
42446,Hidalgo,Tecozautla,,El Granjenal (Las Adjuntas),Rancheria,13,59,
42446,Hidalgo,Tecozautla,,El Paso,Pueblo,13,59,
42446,Hidalgo,Tecozautla,,La Lomita,Pueblo,13,59,
42446,Hidalgo,Tecozautla,,Manguani,Pueblo,13,59,
42447,Hidalgo,Tecozautla,,Banzha,Pueblo,13,59,
42447,Hidalgo,Tecozautla,,Boxhi,Rancheria,13,59,
42447,Hidalgo,Tecozautla,,La Paila,Pueblo,13,59,
42447,Hidalgo,Tecozautla,,La Joya,Colonia,13,59,
42447,Hidalgo,Tecozautla,,La Polvadera,Rancheria,13,59,
42448,Hidalgo,Tecozautla,,Aljibes,Pueblo,13,59,
42448,Hidalgo,Tecozautla,,Pared Blanca,Pueblo,13,59,
42448,Hidalgo,Tecozautla,,San Jose el Desierto,Rancheria,13,59,
42448,Hidalgo,Tecozautla,,Tzidejhe,Pueblo,13,59,
42448,Hidalgo,Tecozautla,,La Sabina,Pueblo,13,59,
42448,Hidalgo,Tecozautla,,San Pedro,Pueblo,13,59,
42450,Hidalgo,Tecozautla,,Gandho,Pueblo,13,59,
42450,Hidalgo,Tecozautla,,La Esquina,Pueblo,13,59,
42450,Hidalgo,Tecozautla,,Maguey Verde,Pueblo,13,59,
42450,Hidalgo,Tecozautla,,San Antonio,Pueblo,13,59,
42450,Hidalgo,Tecozautla,,San Francisco,Pueblo,13,59,
42450,Hidalgo,Tecozautla,,San Joaquin,Pueblo,13,59,
42450,Hidalgo,Tecozautla,,El Charcon,Rancheria,13,59,
42450,Hidalgo,Tecozautla,,El Mercader,Rancheria,13,59,
42450,Hidalgo,Tecozautla,,La Cruz de Piedra,Pueblo,13,59,
42450,Hidalgo,Tecozautla,,La Presa,Pueblo,13,59,
42450,Hidalgo,Tecozautla,,Nuevo Aljibes,Pueblo,13,59,
42450,Hidalgo,Tecozautla,,Rayon,Rancheria,13,59,
42457,Hidalgo,Tecozautla,,Yethay,Pueblo,13,59,
42457,Hidalgo,Tecozautla,,El Zundho,Pueblo,13,59,
42459,Hidalgo,Tecozautla,,Uxdejhe,Pueblo,13,59,
42459,Hidalgo,Tecozautla,,El Geiser,Rancheria,13,59,
42459,Hidalgo,Tecozautla,,La Salitrera,Rancheria,13,59,
42459,Hidalgo,Tecozautla,,Rancho Viejo,Pueblo,13,59,
42459,Hidalgo,Tecozautla,,Ranzha,Rancheria,13,59,
42459,Hidalgo,Tecozautla,,Residencial Hacienda Yextho,Fraccionamiento,13,59,
42460,Hidalgo,Tecozautla,,Bomanxotha,Pueblo,13,59,
42460,Hidalgo,Tecozautla,,La Mesilla,Pueblo,13,59,
42460,Hidalgo,Tecozautla,,Pa�he,Pueblo,13,59,
42460,Hidalgo,Tecozautla,,El Crucero,Pueblo,13,59,
42460,Hidalgo,Tecozautla,,El Doranhi,Rancheria,13,59,
42460,Hidalgo,Tecozautla,,Las Galindas,Rancheria,13,59,
42461,Hidalgo,Tecozautla,,Atengo,Pueblo,13,59,
42461,Hidalgo,Tecozautla,,Gumbho,Rancheria,13,59,
42462,Hidalgo,Tecozautla,,San Miguel Caltepantla,Pueblo,13,59,
42462,Hidalgo,Tecozautla,,Bothe,Pueblo,13,59,
42462,Hidalgo,Tecozautla,,Cuamxhi,Pueblo,13,59,
42462,Hidalgo,Tecozautla,,La Cochera,Barrio,13,59,
42462,Hidalgo,Tecozautla,,El Caracol,Rancheria,13,59,
42462,Hidalgo,Tecozautla,,Jo�he,Pueblo,13,59,
42462,Hidalgo,Tecozautla,,Pathecito,Rancheria,13,59,
42462,Hidalgo,Tecozautla,,Santa Barbara,Rancheria,13,59,
42462,Hidalgo,Tecozautla,,Tenzabhi,Pueblo,13,59,
42466,Hidalgo,Tecozautla,,Taxbatha,Rancheria,13,59,
42466,Hidalgo,Tecozautla,,El Dedho,Rancheria,13,59,
42466,Hidalgo,Tecozautla,,Bo�he,Rancheria,13,59,
42466,Hidalgo,Tecozautla,,La Cueva,Rancheria,13,59,
42466,Hidalgo,Tecozautla,,La Otra Banda,Colonia,13,59,
42470,Hidalgo,Nopala de Villagran,,Nopala Centro,Colonia,13,44,
42473,Hidalgo,Nopala de Villagran,,Buenavista,Rancheria,13,44,
42473,Hidalgo,Nopala de Villagran,,Taxtejhe,Rancheria,13,44,
42473,Hidalgo,Nopala de Villagran,,Deca Buena Vista,Rancheria,13,44,
42473,Hidalgo,Nopala de Villagran,,Devego,Rancheria,13,44,
42473,Hidalgo,Nopala de Villagran,,El Manantial,Rancheria,13,44,
42473,Hidalgo,Nopala de Villagran,,El Tejocote,Rancheria,13,44,
42473,Hidalgo,Nopala de Villagran,,La Huerta,Rancheria,13,44,
42473,Hidalgo,Nopala de Villagran,,La Presa Da�u,Pueblo,13,44,
42473,Hidalgo,Nopala de Villagran,,Puerto Da�u,Rancheria,13,44,
42474,Hidalgo,Nopala de Villagran,,Humini,Pueblo,13,44,
42474,Hidalgo,Nopala de Villagran,,La Presa,Pueblo,13,44,
42474,Hidalgo,Nopala de Villagran,,El Cedazo,Rancheria,13,44,
42474,Hidalgo,Nopala de Villagran,,Las Campanas,Rancheria,13,44,
42475,Hidalgo,Nopala de Villagran,,Ding�ichi,Rancheria,13,44,
42475,Hidalgo,Nopala de Villagran,,El Destello,Rancheria,13,44,
42475,Hidalgo,Nopala de Villagran,,El Pedregoso,Rancheria,13,44,
42475,Hidalgo,Nopala de Villagran,,La Martinica,Rancheria,13,44,
42475,Hidalgo,Nopala de Villagran,,La Posta,Rancheria,13,44,
42475,Hidalgo,Nopala de Villagran,,Los Corrales,Rancheria,13,44,
42475,Hidalgo,Nopala de Villagran,,La Herradura (Colonia Campesina),Rancheria,13,44,
42475,Hidalgo,Nopala de Villagran,,San Isidro,Rancheria,13,44,
42475,Hidalgo,Nopala de Villagran,,Tequexhido,Rancheria,13,44,
42480,Hidalgo,Nopala de Villagran,,Da�u,Pueblo,13,44,
42480,Hidalgo,Nopala de Villagran,,Cuaxithi,Pueblo,13,44,
42480,Hidalgo,Nopala de Villagran,,El Borbollon,Pueblo,13,44,
42480,Hidalgo,Nopala de Villagran,,El Capulin Da�u,Rancheria,13,44,
42480,Hidalgo,Nopala de Villagran,,El Desierto,Rancheria,13,44,
42480,Hidalgo,Nopala de Villagran,,Ojuelos,Rancheria,13,44,
42480,Hidalgo,Nopala de Villagran,,Pachuquilla,Rancheria,13,44,
42480,Hidalgo,Nopala de Villagran,,Pedregales Borbollon,Rancheria,13,44,
42480,Hidalgo,Nopala de Villagran,,Pedregales Da�u,Rancheria,13,44,
42480,Hidalgo,Nopala de Villagran,,El Charcon,Rancheria,13,44,
42481,Hidalgo,Nopala de Villagran,,El Deca,Rancheria,13,44,
42481,Hidalgo,Nopala de Villagran,,La Cuchilla,Rancheria,13,44,
42481,Hidalgo,Nopala de Villagran,,Dentho,Pueblo,13,44,
42481,Hidalgo,Nopala de Villagran,,La Salita,Pueblo,13,44,
42485,Hidalgo,Nopala de Villagran,,Canutillo,Rancheria,13,44,
42485,Hidalgo,Nopala de Villagran,,El aguila,Rancheria,13,44,
42485,Hidalgo,Nopala de Villagran,,El Paye,Rancheria,13,44,
42485,Hidalgo,Nopala de Villagran,,La Ca�ada,Rancheria,13,44,
42485,Hidalgo,Nopala de Villagran,,La Reserva,Rancheria,13,44,
42485,Hidalgo,Nopala de Villagran,,Los Nidos,Rancheria,13,44,
42485,Hidalgo,Nopala de Villagran,,Ojo de Agua,Rancheria,13,44,
42485,Hidalgo,Nopala de Villagran,,Puerta Blanca,Rancheria,13,44,
42485,Hidalgo,Nopala de Villagran,,San Ignacio,Rancheria,13,44,
42485,Hidalgo,Nopala de Villagran,,San Lorenzo Amarillo,Rancheria,13,44,
42486,Hidalgo,Nopala de Villagran,,El Jazmin (El Potrero),Pueblo,13,44,
42486,Hidalgo,Nopala de Villagran,,San Sebastian Tenochtitlan,Pueblo,13,44,
42486,Hidalgo,Nopala de Villagran,,Batha y Barrios,Pueblo,13,44,
42486,Hidalgo,Nopala de Villagran,,Loma Colorada,Pueblo,13,44,
42486,Hidalgo,Nopala de Villagran,,El Zendho,Rancheria,13,44,
42488,Hidalgo,Nopala de Villagran,,El Fresno (Casas Viejas),Pueblo,13,44,
42488,Hidalgo,Nopala de Villagran,,La Esperanza,Rancheria,13,44,
42488,Hidalgo,Nopala de Villagran,,Las Cruces,Rancheria,13,44,
42488,Hidalgo,Nopala de Villagran,,San Lorenzo el Chico,Pueblo,13,44,
42488,Hidalgo,Nopala de Villagran,,El Mirador,Rancheria,13,44,
42488,Hidalgo,Nopala de Villagran,,La Estacion,Rancheria,13,44,
42488,Hidalgo,Nopala de Villagran,,La Luz,Rancheria,13,44,
42488,Hidalgo,Nopala de Villagran,,Rancho Nuevo,Rancheria,13,44,
42488,Hidalgo,Nopala de Villagran,,San Francisco,Rancheria,13,44,
42488,Hidalgo,Nopala de Villagran,,San Juanita (Casas Viejas),Pueblo,13,44,
42488,Hidalgo,Nopala de Villagran,,Santa Catalina,Rancheria,13,44,
42490,Hidalgo,Nopala de Villagran,,Maravillas,Pueblo,13,44,
42490,Hidalgo,Nopala de Villagran,,Buenavista,Rancheria,13,44,
42490,Hidalgo,Nopala de Villagran,,Escandon,Rancheria,13,44,
42490,Hidalgo,Nopala de Villagran,,La Le�a,Pueblo,13,44,
42490,Hidalgo,Nopala de Villagran,,La Pila del Leon,Rancheria,13,44,
42490,Hidalgo,Nopala de Villagran,,Los Tepetates,Rancheria,13,44,
42490,Hidalgo,Nopala de Villagran,,Santa Fe,Rancheria,13,44,
42490,Hidalgo,Nopala de Villagran,,Santa Rosa,Rancheria,13,44,
42490,Hidalgo,Nopala de Villagran,,Santa Rosa el Marquez,Rancheria,13,44,
42491,Hidalgo,Nopala de Villagran,,San Sebastian de Juarez,Pueblo,13,44,
42491,Hidalgo,Nopala de Villagran,,El Mogote,Pueblo,13,44,
42492,Hidalgo,Nopala de Villagran,,La Palma,Pueblo,13,44,
42492,Hidalgo,Nopala de Villagran,,El Campamento,Rancheria,13,44,
42492,Hidalgo,Nopala de Villagran,,La Ca�ada,Rancheria,13,44,
42492,Hidalgo,Nopala de Villagran,,Las Vegas,Rancheria,13,44,
42492,Hidalgo,Nopala de Villagran,,Tierra Blanca,Rancheria,13,44,
42493,Hidalgo,Nopala de Villagran,,El Capulin de Aragon,Rancheria,13,44,
42493,Hidalgo,Nopala de Villagran,,Los Caballos,Rancheria,13,44,
42493,Hidalgo,Nopala de Villagran,,Los Pozos (La Presa Vieja),Rancheria,13,44,
42493,Hidalgo,Nopala de Villagran,,Pe�afiel,Rancheria,13,44,
42494,Hidalgo,Nopala de Villagran,,Aragon,Rancheria,13,44,
42494,Hidalgo,Nopala de Villagran,,El Llano,Rancheria,13,44,
42494,Hidalgo,Nopala de Villagran,,La Fuente (Jag�ey Blanco),Rancheria,13,44,
42494,Hidalgo,Nopala de Villagran,,La Laja,Rancheria,13,44,
42494,Hidalgo,Nopala de Villagran,,La Lechuga,Rancheria,13,44,
42494,Hidalgo,Nopala de Villagran,,La Matanza,Pueblo,13,44,
42494,Hidalgo,Nopala de Villagran,,La Primavera,Rancheria,13,44,
42494,Hidalgo,Nopala de Villagran,,Las Manzanas,Rancheria,13,44,
42494,Hidalgo,Nopala de Villagran,,Loma del Toro,Rancheria,13,44,
42494,Hidalgo,Nopala de Villagran,,Venta Hermosa,Rancheria,13,44,
42495,Hidalgo,Nopala de Villagran,,El Jag�ey,Pueblo,13,44,
42495,Hidalgo,Nopala de Villagran,,El Mangui,Pueblo,13,44,
42495,Hidalgo,Nopala de Villagran,,Loma del Progreso,Pueblo,13,44,
42495,Hidalgo,Nopala de Villagran,,La Siempreviva,Pueblo,13,44,
42495,Hidalgo,Nopala de Villagran,,El Fresnillo,Rancheria,13,44,
42495,Hidalgo,Nopala de Villagran,,Los Cerritos,Pueblo,13,44,
42495,Hidalgo,Nopala de Villagran,,El Sauz,Rancheria,13,44,
42495,Hidalgo,Nopala de Villagran,,Palo Verde,Rancheria,13,44,
42495,Hidalgo,Nopala de Villagran,,Santa Lucia,Rancheria,13,44,
42500,Hidalgo,Actopan,Actopan,Centro Norte,Colonia,13,3,1
42500,Hidalgo,Actopan,Actopan,Nuevo Actopan,Fraccionamiento,13,3,1
42503,Hidalgo,Actopan,Actopan,El Campanario,Fraccionamiento,13,3,1
42503,Hidalgo,Actopan,Actopan,La Floresta,Colonia,13,3,1
42503,Hidalgo,Actopan,Actopan,Rojo Gomez,Colonia,13,3,1
42504,Hidalgo,Actopan,Actopan,Chapultepec,Colonia,13,3,1
42504,Hidalgo,Actopan,Actopan,Los Frailes,Colonia,13,3,1
42504,Hidalgo,Actopan,Actopan,Estacion,Colonia,13,3,1
42505,Hidalgo,Actopan,Actopan,Centro Sur,Colonia,13,3,1
42505,Hidalgo,Actopan,Actopan,Obrera,Colonia,13,3,1
42505,Hidalgo,Actopan,Actopan,El Cerrito,Colonia,13,3,1
42505,Hidalgo,Actopan,Actopan,Benito Juarez,Colonia,13,3,1
42505,Hidalgo,Actopan,Actopan,San angel Inn,Unidad habitacional,13,3,1
42505,Hidalgo,Actopan,Actopan,Pozo Grande,Colonia,13,3,1
42505,Hidalgo,Actopan,Actopan,Casa Blanca,Colonia,13,3,1
42506,Hidalgo,Actopan,Actopan,Aviacion,Colonia,13,3,1
42510,Hidalgo,Actopan,Actopan,Villa San Miguel,Fraccionamiento,13,3,1
42510,Hidalgo,Actopan,Actopan,Olivos,Colonia,13,3,1
42510,Hidalgo,Actopan,Actopan,Efren Rebolledo,Fraccionamiento,13,3,1
42510,Hidalgo,Actopan,Actopan,Jesus Luz Meneses,Colonia,13,3,1
42510,Hidalgo,Actopan,Actopan,Ni�os Heroes,Fraccionamiento,13,3,1
42510,Hidalgo,Actopan,Actopan,Trigueros,Fraccionamiento,13,3,1
42512,Hidalgo,Actopan,Actopan,Ca�ada Aviacion,Colonia,13,3,1
42512,Hidalgo,Actopan,Actopan,Guzman Mayer,Fraccionamiento,13,3,1
42512,Hidalgo,Actopan,Actopan,Las Monjas,Fraccionamiento,13,3,1
42512,Hidalgo,Actopan,Actopan,Guzman Mayer II,Fraccionamiento,13,3,1
42523,Hidalgo,Actopan,Actopan,Dos Cerritos,Colonia,13,3,1
42523,Hidalgo,Actopan,Actopan,Tierra y Libertad,Fraccionamiento,13,3,1
42523,Hidalgo,Actopan,Actopan,Guadalupe,Colonia,13,3,1
42523,Hidalgo,Actopan,Actopan,Colosio,Colonia,13,3,1
42523,Hidalgo,Actopan,Actopan,La Hacienda,Fraccionamiento,13,3,1
42523,Hidalgo,Actopan,Actopan,Central de Abasto,Zona comercial,13,3,1
42523,Hidalgo,Actopan,Actopan,Unidad Deportiva,Equipamiento,13,3,1
42524,Hidalgo,Actopan,Actopan,Fundicion Alta,Colonia,13,3,1
42524,Hidalgo,Actopan,Actopan,Fundicion Baja,Colonia,13,3,1
42600,Hidalgo,Actopan,,El Porvenir,Colonia,13,3,
42600,Hidalgo,Actopan,,San Diego Canguihuindo,Pueblo,13,3,
42600,Hidalgo,Actopan,,La Estancia,Pueblo,13,3,
42600,Hidalgo,Actopan,,La Pe�a,Barrio,13,3,
42600,Hidalgo,Actopan,,La Loma,Barrio,13,3,
42601,Hidalgo,Actopan,,Manzana 1,Colonia,13,3,
42601,Hidalgo,Actopan,,Manzana 4,Colonia,13,3,
42601,Hidalgo,Actopan,,Manzana 3,Colonia,13,3,
42601,Hidalgo,Actopan,,Manzana 2,Colonia,13,3,
42601,Hidalgo,Actopan,,Segunda Manzana Chicavasco (El Pozo),Colonia,13,3,
42601,Hidalgo,Actopan,,Cuarta Manzana Chicavasco (La Ladera Chicavasco),Colonia,13,3,
42601,Hidalgo,Actopan,,Francisco Constancio Azpeitia Garcia,Rancheria,13,3,
42601,Hidalgo,Actopan,,La Presa,Rancheria,13,3,
42602,Hidalgo,Actopan,,El Palomo,Barrio,13,3,
42602,Hidalgo,Actopan,,Bothi Baji,Barrio,13,3,
42603,Hidalgo,Actopan,,Eulalio angeles Martinez,Colonia,13,3,
42603,Hidalgo,Actopan,,Boxaxni,Colonia,13,3,
42603,Hidalgo,Actopan,,Ca�ada Chica Antigua,Barrio,13,3,
42603,Hidalgo,Actopan,,Dajiedhi,Colonia,13,3,
42603,Hidalgo,Actopan,,Xideje,Rancheria,13,3,
42604,Hidalgo,Actopan,,El Daxtha,Barrio,13,3,
42607,Hidalgo,Actopan,,El Senthe,Rancheria,13,3,
42608,Hidalgo,Actopan,,Plomosas,Rancheria,13,3,
42608,Hidalgo,Actopan,,Benito Juarez,Rancheria,13,3,
42608,Hidalgo,Actopan,,Las Mecas,Rancheria,13,3,
42608,Hidalgo,Actopan,,Saucillo,Rancheria,13,3,
42608,Hidalgo,Actopan,,La Escoba,Rancheria,13,3,
42608,Hidalgo,Actopan,,La Ardilla (Tierras Coloradas),Rancheria,13,3,
42608,Hidalgo,Actopan,,El Apartadero,Rancheria,13,3,
42610,Hidalgo,Actopan,,Santa Maria Magdalena,Pueblo,13,3,
42610,Hidalgo,Actopan,,Mesa Chica,Rancheria,13,3,
42610,Hidalgo,Actopan,,San Andres Tianguistengo,Pueblo,13,3,
42610,Hidalgo,Actopan,,La Segunda Manzana de Magdalena (El Arco),Rancheria,13,3,
42610,Hidalgo,Actopan,,Manzana de Golondrinas,Rancheria,13,3,
42613,Hidalgo,Actopan,,El Huaxtho,Pueblo,13,3,
42613,Hidalgo,Actopan,,El Boxtha,Colonia,13,3,
42613,Hidalgo,Actopan,,San Isidro,Rancheria,13,3,
42616,Hidalgo,Actopan,,Cuauhtemoc,Colonia,13,3,
42620,Hidalgo,Santiago de Anaya,,Sur Manzana 4,Colonia,13,55,
42620,Hidalgo,Santiago de Anaya,,Sur Manzana 3,Colonia,13,55,
42620,Hidalgo,Santiago de Anaya,,Sur Manzana 2,Colonia,13,55,
42620,Hidalgo,Santiago de Anaya,,Norte Manzana 3,Colonia,13,55,
42620,Hidalgo,Santiago de Anaya,,Norte Manzana 4,Colonia,13,55,
42620,Hidalgo,Santiago de Anaya,,Norte Manzana 2,Colonia,13,55,
42620,Hidalgo,Santiago de Anaya,,Santiago de Anaya Centro,Colonia,13,55,
42621,Hidalgo,Santiago de Anaya,,Guerrero,Pueblo,13,55,
42621,Hidalgo,Santiago de Anaya,,La Blanca,Barrio,13,55,
42621,Hidalgo,Santiago de Anaya,,Cerritos,Barrio,13,55,
42622,Hidalgo,Santiago de Anaya,,El Sitio,Pueblo,13,55,
42622,Hidalgo,Santiago de Anaya,,Santa Monica,Pueblo,13,55,
42622,Hidalgo,Santiago de Anaya,,Zaragoza,Barrio,13,55,
42622,Hidalgo,Santiago de Anaya,,El Contza,Rancheria,13,55,
42622,Hidalgo,Santiago de Anaya,,Jag�ey,Pueblo,13,55,
42622,Hidalgo,Santiago de Anaya,,Xitzo,Colonia,13,55,
42623,Hidalgo,Santiago de Anaya,,Gonzalez Gonzalez,Pueblo,13,55,
42623,Hidalgo,Santiago de Anaya,,El Palmar,Barrio,13,55,
42623,Hidalgo,Santiago de Anaya,,El Mezquital,Pueblo,13,55,
42623,Hidalgo,Santiago de Anaya,,Gonzalez Ortega,Colonia,13,55,
42624,Hidalgo,Santiago de Anaya,,Norte Manzana 1,Colonia,13,55,
42625,Hidalgo,Santiago de Anaya,,Sur Manzana 1,Colonia,13,55,
42626,Hidalgo,Santiago de Anaya,,El aguila,Rancheria,13,55,
42627,Hidalgo,Santiago de Anaya,,Cerro Gordo,Rancheria,13,55,
42627,Hidalgo,Santiago de Anaya,,El Aguacate,Rancheria,13,55,
42627,Hidalgo,Santiago de Anaya,,El Nopalillo,Rancheria,13,55,
42627,Hidalgo,Santiago de Anaya,,La Corraleja,Rancheria,13,55,
42627,Hidalgo,Santiago de Anaya,,La Loma del Conejo,Rancheria,13,55,
42627,Hidalgo,Santiago de Anaya,,Lomas de Guillen,Rancheria,13,55,
42629,Hidalgo,Santiago de Anaya,,El Encino,Pueblo,13,55,
42629,Hidalgo,Santiago de Anaya,,Hermosillo Monte Noble,Pueblo,13,55,
42629,Hidalgo,Santiago de Anaya,,El Porvenir,Rancheria,13,55,
42629,Hidalgo,Santiago de Anaya,,El Puerto,Rancheria,13,55,
42629,Hidalgo,Santiago de Anaya,,Puerto Tavera,Rancheria,13,55,
42630,Hidalgo,Santiago de Anaya,,Patria Nueva,Pueblo,13,55,
42630,Hidalgo,Santiago de Anaya,,Yolotepec,Pueblo,13,55,
42630,Hidalgo,Santiago de Anaya,,El Mezquital,Ejido,13,55,
42640,Hidalgo,San Salvador,,San Salvador,Barrio,13,54,
42640,Hidalgo,San Salvador,,El Rodrigo,Barrio,13,54,
42640,Hidalgo,San Salvador,,El Mirador,Colonia,13,54,
42640,Hidalgo,San Salvador,,Media Luna,Fraccionamiento,13,54,
42640,Hidalgo,San Salvador,,Nhitzi,Colonia,13,54,
42642,Hidalgo,San Salvador,,Poxindeje de Morelos,Barrio,13,54,
42642,Hidalgo,San Salvador,,El Bondho,Pueblo,13,54,
42643,Hidalgo,San Salvador,,Xuchitlan,Pueblo,13,54,
42643,Hidalgo,San Salvador,,Cerrito,Pueblo,13,54,
42643,Hidalgo,San Salvador,,Cerro Blanco,Rancheria,13,54,
42643,Hidalgo,San Salvador,,Chichimecas,Pueblo,13,54,
42643,Hidalgo,San Salvador,,El Mezquital,Pueblo,13,54,
42643,Hidalgo,San Salvador,,El Mothe,Pueblo,13,54,
42643,Hidalgo,San Salvador,,La Flor,Colonia,13,54,
42644,Hidalgo,San Salvador,,Dextho de Victoria,Barrio,13,54,
42644,Hidalgo,San Salvador,,Teofani,Barrio,13,54,
42644,Hidalgo,San Salvador,,Lagunilla,Barrio,13,54,
42644,Hidalgo,San Salvador,,Boxtha Chico,Barrio,13,54,
42644,Hidalgo,San Salvador,,Ca�ada Grande,Barrio,13,54,
42644,Hidalgo,San Salvador,,Bominthza,Pueblo,13,54,
42644,Hidalgo,San Salvador,,Boxaxni,Rancheria,13,54,
42644,Hidalgo,San Salvador,,Santa Teresa (El Tablon),Ejido,13,54,
42644,Hidalgo,San Salvador,,Francisco Villa,Colonia,13,54,
42645,Hidalgo,San Salvador,,La Pe�a,Colonia,13,54,
42645,Hidalgo,San Salvador,,El Olvera,Barrio,13,54,
42645,Hidalgo,San Salvador,,Pacheco de Allende,Barrio,13,54,
42645,Hidalgo,San Salvador,,San Miguel Acambay,Pueblo,13,54,
42645,Hidalgo,San Salvador,,Casa Grande,Pueblo,13,54,
42645,Hidalgo,San Salvador,,Dengandho de Juarez,Pueblo,13,54,
42645,Hidalgo,San Salvador,,El Durazno (El Durazno de Flores Magon),Pueblo,13,54,
42645,Hidalgo,San Salvador,,La Palma,Pueblo,13,54,
42645,Hidalgo,San Salvador,,Quemtha,Rancheria,13,54,
42645,Hidalgo,San Salvador,,San Antonio Abad,Pueblo,13,54,
42645,Hidalgo,San Salvador,,Vixtha de Madero,Pueblo,13,54,
42646,Hidalgo,San Salvador,,Caxuxi,Pueblo,13,54,
42646,Hidalgo,San Salvador,,Demacu,Barrio,13,54,
42646,Hidalgo,San Salvador,,Santa Maria,Colonia,13,54,
42646,Hidalgo,San Salvador,,San Jose Doxey,Rancheria,13,54,
42647,Hidalgo,San Salvador,,Bocaja,Barrio,13,54,
42650,Hidalgo,San Salvador,,San Antonio Zaragoza,Pueblo,13,54,
42651,Hidalgo,San Salvador,,Santa Maria Amajac,Pueblo,13,54,
42651,Hidalgo,San Salvador,,Tothie de Rojo Gomez,Barrio,13,54,
42651,Hidalgo,San Salvador,,El Colorado,Colonia,13,54,
